parameter,value,timestamp
Infrared,9421,1560330806.0744777
Visible,23706,1560330806.0744777
temperature,21.83,1560331299.3488023
humidity,37.79,1560331299.3488023
Full_Spectrum,31787,1560331300.3372152
Infrared,9114,1560331300.3372152
Visible,22673,1560331300.3372152
temperature,22.26,1560331705.8908768
humidity,37.43,1560331705.8908768
Full_Spectrum,30224,1560331706.930146
Infrared,8678,1560331706.930146
Visible,21546,1560331706.930146
temperature,22.64,1560332200.1664283
humidity,36.45,1560332200.1664283
Full_Spectrum,27934,1560332200.976663
Infrared,8016,1560332200.976663
Visible,19918,1560332200.976663
temperature,22.99,1560332606.7012231
humidity,36.45,1560332606.7012231
Full_Spectrum,26071,1560332607.8773682
Infrared,7449,1560332607.8773682
Visible,18622,1560332607.8773682
temperature,23.2,1560333100.782814
humidity,35.96,1560333100.782814
Full_Spectrum,23831,1560333101.486732
Infrared,6797,1560333101.486732
Visible,17034,1560333101.486732
temperature,23.33,1560333507.681822
humidity,36.57,1560333507.681822
Full_Spectrum,20266,1560333508.6870403
Infrared,5766,1560333508.6870403
Visible,14500,1560333508.6870403
temperature,23.37,1560334001.297209
humidity,37.67,1560334001.297209
Full_Spectrum,15835,1560334002.2180667
Infrared,4493,1560334002.2180667
Visible,11342,1560334002.2180667
temperature,23.33,1560334408.4952586
humidity,38.04,1560334408.4952586
Full_Spectrum,13154,1560334409.2070248
Infrared,3803,1560334409.2070248
Visible,9351,1560334409.2070248
temperature,23.33,1560334901.9497378
humidity,38.16,1560334901.9497378
Full_Spectrum,11254,1560334902.6554103
Infrared,3335,1560334902.6554103
Visible,7919,1560334902.6554103
temperature,23.37,1560335309.0193396
humidity,38.28,1560335309.0193396
Full_Spectrum,10886,1560335309.9373631
Infrared,3233,1560335309.9373631
Visible,7653,1560335309.9373631
temperature,23.42,1560335802.4686131
humidity,38.4,1560335802.4686131
Full_Spectrum,8484,1560335803.4506571
Infrared,2578,1560335803.4506571
Visible,5906,1560335803.4506571
temperature,23.46,1560336209.7525
humidity,38.53,1560336209.7525
Full_Spectrum,7768,1560336210.874795
Infrared,2372,1560336210.874795
Visible,5396,1560336210.874795
temperature,23.63,1560336703.262166
humidity,39.38,1560336703.262166
Full_Spectrum,7168,1560336704.142522
Infrared,2213,1560336704.142522
Visible,4955,1560336704.142522
temperature,23.63,1560337110.6847258
humidity,39.26,1560337110.6847258
Full_Spectrum,6849,1560337111.8796928
Infrared,2120,1560337111.8796928
Visible,4729,1560337111.8796928
temperature,23.67,1560337603.971933
humidity,39.14,1560337603.971933
Full_Spectrum,6426,1560337605.0103357
Infrared,1981,1560337605.0103357
Visible,4445,1560337605.0103357
temperature,23.8,1560338011.7021594
humidity,39.01,1560338011.7021594
Full_Spectrum,6053,1560338012.6824934
Infrared,1868,1560338012.6824934
Visible,4185,1560338012.6824934
temperature,23.97,1560338504.8126643
humidity,39.62,1560338504.8126643
Full_Spectrum,5598,1560338505.9203913
Infrared,1728,1560338505.9203913
Visible,3870,1560338505.9203913
temperature,23.93,1560338912.5003586
humidity,39.26,1560338912.5003586
Full_Spectrum,5245,1560338913.647906
Infrared,1612,1560338913.647906
Visible,3633,1560338913.647906
temperature,24.02,1560339405.7144067
humidity,39.38,1560339405.7144067
Full_Spectrum,4896,1560339406.5158398
Infrared,1504,1560339406.5158398
Visible,3392,1560339406.5158398
temperature,24.1,1560339813.4564075
humidity,39.62,1560339813.4564075
Full_Spectrum,4696,1560339814.2587006
Infrared,1449,1560339814.2587006
Visible,3247,1560339814.2587006
temperature,24.15,1560340306.3179104
humidity,39.5,1560340306.3179104
Full_Spectrum,4454,1560340307.4645824
Infrared,1381,1560340307.4645824
Visible,3073,1560340307.4645824
temperature,24.19,1560340714.0762284
humidity,39.14,1560340714.0762284
Full_Spectrum,4307,1560340714.9134474
Infrared,1339,1560340714.9134474
Visible,2968,1560340714.9134474
temperature,24.23,1560341207.2824948
humidity,38.89,1560341207.2824948
Full_Spectrum,4210,1560341208.181225
Infrared,1314,1560341208.181225
Visible,2896,1560341208.181225
temperature,24.23,1560341614.7206545
humidity,39.38,1560341614.7206545
Full_Spectrum,4132,1560341615.646185
Infrared,1296,1560341615.646185
Visible,2836,1560341615.646185
temperature,24.32,1560342108.0002692
humidity,39.26,1560342108.0002692
Full_Spectrum,4055,1560342109.1288357
Infrared,1282,1560342109.1288357
Visible,2773,1560342109.1288357
temperature,24.36,1560342515.4554322
humidity,39.38,1560342515.4554322
Full_Spectrum,3987,1560342516.6294806
Infrared,1263,1560342516.6294806
Visible,2724,1560342516.6294806
temperature,24.45,1560343008.942247
humidity,38.77,1560343008.942247
Full_Spectrum,3947,1560343010.0196435
Infrared,1248,1560343010.0196435
Visible,2699,1560343010.0196435
temperature,24.49,1560343416.4495606
humidity,38.28,1560343416.4495606
Full_Spectrum,3906,1560343417.3862514
Infrared,1238,1560343417.3862514
Visible,2668,1560343417.3862514
temperature,24.53,1560343909.8407452
humidity,38.16,1560343909.8407452
Full_Spectrum,3754,1560343910.979893
Infrared,1182,1560343910.979893
Visible,2572,1560343910.979893
temperature,24.57,1560344317.2094777
humidity,38.4,1560344317.2094777
Full_Spectrum,3562,1560344318.06559
Infrared,1113,1560344318.06559
Visible,2449,1560344318.06559
temperature,24.62,1560344810.799511
humidity,38.16,1560344810.799511
Full_Spectrum,3262,1560344811.7060966
Infrared,1000,1560344811.7060966
Visible,2262,1560344811.7060966
temperature,24.66,1560345217.877017
humidity,37.92,1560345217.877017
Full_Spectrum,3090,1560345219.0267627
Infrared,932,1560345219.0267627
Visible,2158,1560345219.0267627
temperature,24.7,1560345711.5162716
humidity,37.43,1560345711.5162716
Full_Spectrum,2965,1560345712.6348422
Infrared,886,1560345712.6348422
Visible,2079,1560345712.6348422
temperature,24.7,1560346118.84318
humidity,37.31,1560346118.84318
Full_Spectrum,2822,1560346119.7521656
Infrared,838,1560346119.7521656
Visible,1984,1560346119.7521656
temperature,24.75,1560346612.448668
humidity,38.28,1560346612.448668
Full_Spectrum,2781,1560346613.463302
Infrared,825,1560346613.463302
Visible,1956,1560346613.463302
temperature,24.83,1560347019.5836105
humidity,37.67,1560347019.5836105
Full_Spectrum,2826,1560347020.4910738
Infrared,837,1560347020.4910738
Visible,1989,1560347020.4910738
temperature,24.92,1560347513.3025072
humidity,38.04,1560347513.3025072
Full_Spectrum,2921,1560347514.4883273
Infrared,865,1560347514.4883273
Visible,2056,1560347514.4883273
temperature,24.96,1560347920.2817042
humidity,38.28,1560347920.2817042
Full_Spectrum,3075,1560347921.1014912
Infrared,920,1560347921.1014912
Visible,2155,1560347921.1014912
temperature,25.09,1560348414.3045423
humidity,38.28,1560348414.3045423
Full_Spectrum,3222,1560348415.1684515
Infrared,975,1560348415.1684515
Visible,2247,1560348415.1684515
temperature,25.13,1560348820.8829093
humidity,38.04,1560348820.8829093
Full_Spectrum,3325,1560348821.8762314
Infrared,1008,1560348821.8762314
Visible,2317,1560348821.8762314
temperature,25.22,1560349314.978797
humidity,37.79,1560349314.978797
Full_Spectrum,3400,1560349316.0522938
Infrared,1021,1560349316.0522938
Visible,2379,1560349316.0522938
temperature,25.26,1560349721.656494
humidity,37.79,1560349721.656494
Full_Spectrum,3417,1560349722.7307012
Infrared,1015,1560349722.7307012
Visible,2402,1560349722.7307012
temperature,25.3,1560350215.8735814
humidity,38.16,1560350215.8735814
Full_Spectrum,3475,1560350216.6816585
Infrared,1025,1560350216.6816585
Visible,2450,1560350216.6816585
temperature,25.43,1560350622.522391
humidity,38.04,1560350622.522391
Full_Spectrum,3566,1560350623.652187
Infrared,1052,1560350623.652187
Visible,2514,1560350623.652187
temperature,25.48,1560351116.4971313
humidity,38.4,1560351116.4971313
Full_Spectrum,3595,1560351117.208038
Infrared,1060,1560351117.208038
Visible,2535,1560351117.208038
temperature,25.56,1560351523.4573488
humidity,38.16,1560351523.4573488
Full_Spectrum,3681,1560351524.4251018
Infrared,1075,1560351524.4251018
Visible,2606,1560351524.4251018
temperature,25.6,1560352017.0331285
humidity,38.4,1560352017.0331285
Full_Spectrum,3557,1560352018.1774776
Infrared,999,1560352018.1774776
Visible,2558,1560352018.1774776
temperature,25.65,1560352424.242125
humidity,38.16,1560352424.242125
Full_Spectrum,3103,1560352425.1581786
Infrared,870,1560352425.1581786
Visible,2233,1560352425.1581786
temperature,25.69,1560352918.0162647
humidity,38.4,1560352918.0162647
Full_Spectrum,3072,1560352918.860693
Infrared,857,1560352918.860693
Visible,2215,1560352918.860693
temperature,25.73,1560353324.9770823
humidity,38.4,1560353324.9770823
Full_Spectrum,2972,1560353325.8730474
Infrared,821,1560353325.8730474
Visible,2151,1560353325.8730474
temperature,25.73,1560353818.6688247
humidity,39.14,1560353818.6688247
Full_Spectrum,3484,1560353819.5503426
Infrared,945,1560353819.5503426
Visible,2539,1560353819.5503426
temperature,25.73,1560354225.6944566
humidity,39.14,1560354225.6944566
Full_Spectrum,3667,1560354226.7973092
Infrared,1009,1560354226.7973092
Visible,2658,1560354226.7973092
temperature,25.73,1560354719.367259
humidity,39.38,1560354719.367259
Full_Spectrum,3322,1560354720.1789582
Infrared,917,1560354720.1789582
Visible,2405,1560354720.1789582
temperature,25.73,1560355126.6211264
humidity,39.5,1560355126.6211264
Full_Spectrum,2752,1560355127.5522578
Infrared,761,1560355127.5522578
Visible,1991,1560355127.5522578
temperature,25.65,1560355620.3174849
humidity,39.62,1560355620.3174849
Full_Spectrum,2584,1560355621.036689
Infrared,712,1560355621.036689
Visible,1872,1560355621.036689
temperature,25.65,1560356027.3567326
humidity,39.5,1560356027.3567326
Full_Spectrum,2537,1560356028.0689757
Infrared,697,1560356028.0689757
Visible,1840,1560356028.0689757
temperature,25.69,1560356520.8523088
humidity,39.26,1560356520.8523088
Full_Spectrum,2430,1560356521.6820664
Infrared,665,1560356521.6820664
Visible,1765,1560356521.6820664
temperature,25.65,1560356927.8735206
humidity,38.89,1560356927.8735206
Full_Spectrum,2333,1560356928.610555
Infrared,635,1560356928.610555
Visible,1698,1560356928.610555
temperature,25.6,1560357421.4917283
humidity,39.26,1560357421.4917283
Full_Spectrum,2265,1560357422.584299
Infrared,613,1560357422.584299
Visible,1652,1560357422.584299
temperature,25.6,1560357828.4014015
humidity,39.5,1560357828.4014015
Full_Spectrum,2285,1560357829.3764439
Infrared,610,1560357829.3764439
Visible,1675,1560357829.3764439
temperature,25.56,1560358322.4610748
humidity,39.87,1560358322.4610748
Full_Spectrum,2170,1560358323.450981
Infrared,582,1560358323.450981
Visible,1588,1560358323.450981
temperature,25.52,1560358729.2126327
humidity,39.62,1560358729.2126327
Full_Spectrum,2091,1560358730.1314924
Infrared,558,1560358730.1314924
Visible,1533,1560358730.1314924
temperature,25.56,1560359223.2577968
humidity,39.75,1560359223.2577968
Full_Spectrum,1935,1560359224.1207578
Infrared,508,1560359224.1207578
Visible,1427,1560359224.1207578
temperature,25.52,1560359629.8650775
humidity,39.62,1560359629.8650775
Full_Spectrum,1652,1560359630.5909705
Infrared,431,1560359630.5909705
Visible,1221,1560359630.5909705
temperature,25.43,1560360123.9218838
humidity,39.87,1560360123.9218838
Full_Spectrum,1064,1560360124.9762712
Infrared,261,1560360124.9762712
Visible,803,1560360124.9762712
temperature,25.35,1560360530.3706923
humidity,39.75,1560360530.3706923
Full_Spectrum,817,1560360531.2847297
Infrared,181,1560360531.2847297
Visible,636,1560360531.2847297
temperature,25.22,1560361024.7858887
humidity,40.11,1560361024.7858887
Full_Spectrum,714,1560361025.788935
Infrared,146,1560361025.788935
Visible,568,1560361025.788935
temperature,25.17,1560361431.0710988
humidity,39.75,1560361431.0710988
Full_Spectrum,682,1560361432.0651302
Infrared,135,1560361432.0651302
Visible,547,1560361432.0651302
temperature,25,1560361925.6121342
humidity,40.36,1560361925.6121342
Full_Spectrum,644,1560361926.4936504
Infrared,124,1560361926.4936504
Visible,520,1560361926.4936504
temperature,24.96,1560362331.853318
humidity,40.6,1560362331.853318
Full_Spectrum,627,1560362332.7611172
Infrared,120,1560362332.7611172
Visible,507,1560362332.7611172
temperature,24.83,1560362826.3121495
humidity,40.84,1560362826.3121495
Full_Spectrum,588,1560362827.1617134
Infrared,111,1560362827.1617134
Visible,477,1560362827.1617134
temperature,24.7,1560363232.501178
humidity,40.72,1560363232.501178
Full_Spectrum,560,1560363233.417327
Infrared,104,1560363233.417327
Visible,456,1560363233.417327
temperature,24.53,1560363727.035923
humidity,41.09,1560363727.035923
Full_Spectrum,523,1560363728.1975663
Infrared,95,1560363728.1975663
Visible,428,1560363728.1975663
temperature,24.4,1560364133.2168972
humidity,40.84,1560364133.2168972
Full_Spectrum,498,1560364134.048942
Infrared,90,1560364134.048942
Visible,408,1560364134.048942
temperature,24.23,1560364627.995689
humidity,41.21,1560364627.995689
Full_Spectrum,471,1560364629.1206136
Infrared,85,1560364629.1206136
Visible,386,1560364629.1206136
temperature,24.06,1560365033.8593016
humidity,41.33,1560365033.8593016
Full_Spectrum,449,1560365034.9896493
Infrared,80,1560365034.9896493
Visible,369,1560365034.9896493
temperature,23.93,1560365528.92536
humidity,41.58,1560365528.92536
Full_Spectrum,420,1560365530.5580218
Infrared,75,1560365530.5580218
Visible,345,1560365530.5580218
temperature,23.76,1560365934.86392
humidity,41.33,1560365934.86392
Full_Spectrum,395,1560365936.0710773
Infrared,71,1560365936.0710773
Visible,324,1560365936.0710773
temperature,23.63,1560366430.3732445
humidity,41.58,1560366430.3732445
Full_Spectrum,359,1560366431.1660306
Infrared,65,1560366431.1660306
Visible,294,1560366431.1660306
temperature,23.5,1560366835.88297
humidity,41.7,1560366835.88297
Full_Spectrum,327,1560366836.759927
Infrared,59,1560366836.759927
Visible,268,1560366836.759927
temperature,23.33,1560367330.9849741
humidity,42.31,1560367330.9849741
Full_Spectrum,282,1560367332.1013694
Infrared,51,1560367332.1013694
Visible,231,1560367332.1013694
temperature,23.2,1560367736.5695572
humidity,42.8,1560367736.5695572
Full_Spectrum,248,1560367737.574119
Infrared,46,1560367737.574119
Visible,202,1560367737.574119
temperature,23.03,1560368232.9839888
humidity,43.16,1560368232.9839888
Full_Spectrum,206,1560368233.910451
Infrared,40,1560368233.910451
Visible,166,1560368233.910451
temperature,22.9,1560368637.391437
humidity,43.53,1560368637.391437
Full_Spectrum,170,1560368638.270405
Infrared,35,1560368638.270405
Visible,135,1560368638.270405
temperature,22.77,1560369133.7052696
humidity,43.89,1560369133.7052696
Full_Spectrum,122,1560369134.419932
Infrared,27,1560369134.419932
Visible,95,1560369134.419932
temperature,22.6,1560369538.1666467
humidity,44.38,1560369538.1666467
Full_Spectrum,83,1560369539.2221334
Infrared,19,1560369539.2221334
Visible,64,1560369539.2221334
temperature,22.43,1560370034.235371
humidity,44.99,1560370034.235371
Full_Spectrum,43,1560370035.1470525
Infrared,10,1560370035.1470525
Visible,33,1560370035.1470525
temperature,22.34,1560370439.028156
humidity,45.24,1560370439.028156
Full_Spectrum,22,1560370439.7474203
Infrared,5,1560370439.7474203
Visible,17,1560370439.7474203
temperature,22.21,1560370934.9556444
humidity,45.6,1560370934.9556444
Full_Spectrum,8,1560370935.8570936
Infrared,2,1560370935.8570936
Visible,6,1560370935.8570936
temperature,22.04,1560371339.5481763
humidity,46.09,1560371339.5481763
Full_Spectrum,4,1560371340.27176
Infrared,1,1560371340.27176
Visible,3,1560371340.27176
temperature,21.87,1560371835.775937
humidity,46.46,1560371835.775937
Full_Spectrum,2,1560371836.8013422
Infrared,1,1560371836.8013422
Visible,1,1560371836.8013422
temperature,21.74,1560372240.0788572
humidity,46.94,1560372240.0788572
Full_Spectrum,2,1560372241.151969
Infrared,1,1560372241.151969
Visible,1,1560372241.151969
temperature,21.66,1560372736.6299202
humidity,47.43,1560372736.6299202
Full_Spectrum,1,1560372737.480092
Infrared,1,1560372737.480092
Visible,0,1560372737.480092
temperature,21.49,1560373140.9662871
humidity,47.8,1560373140.9662871
Full_Spectrum,1,1560373141.7627764
Infrared,1,1560373141.7627764
Visible,0,1560373141.7627764
temperature,21.36,1560373637.2764573
humidity,47.92,1560373637.2764573
Full_Spectrum,1,1560373638.4435363
Infrared,1,1560373638.4435363
Visible,0,1560373638.4435363
temperature,21.27,1560374041.5890098
humidity,48.04,1560374041.5890098
Full_Spectrum,1,1560374042.674808
Infrared,1,1560374042.674808
Visible,0,1560374042.674808
temperature,21.14,1560374538.2386389
humidity,48.29,1560374538.2386389
Full_Spectrum,1,1560374539.3359754
Infrared,1,1560374539.3359754
Visible,0,1560374539.3359754
temperature,21.06,1560374942.5304146
humidity,48.41,1560374942.5304146
Full_Spectrum,1,1560374943.5609088
Infrared,1,1560374943.5609088
Visible,0,1560374943.5609088
temperature,20.93,1560375438.2980912
humidity,49.14,1560375438.2980912
Full_Spectrum,1,1560375439.3843513
Infrared,1,1560375439.3843513
Visible,0,1560375439.3843513
temperature,20.84,1560375843.377878
humidity,49.63,1560375843.377878
Full_Spectrum,1,1560375844.4495509
Infrared,1,1560375844.4495509
Visible,0,1560375844.4495509
temperature,20.71,1560376339.2202516
humidity,49.75,1560376339.2202516
Full_Spectrum,1,1560376340.3717186
Infrared,1,1560376340.3717186
Visible,0,1560376340.3717186
temperature,20.63,1560376744.2596748
humidity,49.75,1560376744.2596748
Full_Spectrum,1,1560376745.375217
Infrared,1,1560376745.375217
Visible,0,1560376745.375217
temperature,20.54,1560377240.1907504
humidity,49.75,1560377240.1907504
Full_Spectrum,1,1560377241.164103
Infrared,1,1560377241.164103
Visible,0,1560377241.164103
temperature,20.41,1560377645.1810107
humidity,49.99,1560377645.1810107
Full_Spectrum,1,1560377646.115052
Infrared,1,1560377646.115052
Visible,0,1560377646.115052
temperature,20.28,1560378140.988601
humidity,50.36,1560378140.988601
Full_Spectrum,1,1560378142.0511997
Infrared,1,1560378142.0511997
Visible,0,1560378142.0511997
temperature,20.2,1560378545.9186375
humidity,50.48,1560378545.9186375
Full_Spectrum,1,1560378546.9444757
Infrared,1,1560378546.9444757
Visible,0,1560378546.9444757
temperature,20.07,1560379041.8845706
humidity,50.73,1560379041.8845706
Full_Spectrum,1,1560379042.792175
Infrared,1,1560379042.792175
Visible,0,1560379042.792175
temperature,19.98,1560379446.7438407
humidity,50.85,1560379446.7438407
Full_Spectrum,1,1560379447.901984
Infrared,1,1560379447.901984
Visible,0,1560379447.901984
temperature,19.9,1560379942.5865912
humidity,51.34,1560379942.5865912
Full_Spectrum,1,1560379943.4843166
Infrared,1,1560379943.4843166
Visible,0,1560379943.4843166
temperature,19.81,1560380347.685826
humidity,51.34,1560380347.685826
Full_Spectrum,1,1560380348.5357594
Infrared,1,1560380348.5357594
Visible,0,1560380348.5357594
temperature,19.73,1560380843.2847972
humidity,51.58,1560380843.2847972
Full_Spectrum,1,1560380844.4353225
Infrared,1,1560380844.4353225
Visible,0,1560380844.4353225
temperature,19.6,1560381248.34922
humidity,51.95,1560381248.34922
Full_Spectrum,1,1560381249.444428
Infrared,1,1560381249.444428
Visible,0,1560381249.444428
temperature,19.55,1560381744.2366476
humidity,52.07,1560381744.2366476
Full_Spectrum,1,1560381744.9571414
Infrared,1,1560381744.9571414
Visible,0,1560381744.9571414
temperature,19.51,1560382149.2604415
humidity,52.31,1560382149.2604415
Full_Spectrum,1,1560382150.1547341
Infrared,1,1560382150.1547341
Visible,0,1560382150.1547341
temperature,19.43,1560382644.757667
humidity,52.8,1560382644.757667
Full_Spectrum,1,1560382645.6431406
Infrared,1,1560382645.6431406
Visible,0,1560382645.6431406
temperature,19.34,1560383049.9741087
humidity,53.29,1560383049.9741087
Full_Spectrum,1,1560383050.9988203
Infrared,1,1560383050.9988203
Visible,0,1560383050.9988203
temperature,19.3,1560383545.4415905
humidity,53.53,1560383545.4415905
Full_Spectrum,1,1560383546.5642905
Infrared,1,1560383546.5642905
Visible,0,1560383546.5642905
temperature,19.21,1560383950.7982986
humidity,53.9,1560383950.7982986
Full_Spectrum,1,1560383951.6753538
Infrared,1,1560383951.6753538
Visible,0,1560383951.6753538
temperature,19.13,1560384446.372039
humidity,54.26,1560384446.372039
Full_Spectrum,1,1560384447.49897
Infrared,1,1560384447.49897
Visible,0,1560384447.49897
temperature,19.08,1560384851.494869
humidity,54.02,1560384851.494869
Full_Spectrum,1,1560384852.2248616
Infrared,1,1560384852.2248616
Visible,0,1560384852.2248616
temperature,19,1560385347.3014662
humidity,54.39,1560385347.3014662
Full_Spectrum,1,1560385348.2327375
Infrared,1,1560385348.2327375
Visible,0,1560385348.2327375
temperature,18.95,1560385752.0302334
humidity,54.26,1560385752.0302334
Full_Spectrum,1,1560385753.2055092
Infrared,1,1560385753.2055092
Visible,0,1560385753.2055092
temperature,18.87,1560386248.0418568
humidity,54.51,1560386248.0418568
Full_Spectrum,1,1560386248.9335394
Infrared,1,1560386248.9335394
Visible,0,1560386248.9335394
temperature,18.83,1560386653.0190237
humidity,54.87,1560386653.0190237
Full_Spectrum,1,1560386654.0047262
Infrared,1,1560386654.0047262
Visible,0,1560386654.0047262
temperature,18.74,1560387148.7461133
humidity,55,1560387148.7461133
Full_Spectrum,1,1560387149.8308802
Infrared,1,1560387149.8308802
Visible,0,1560387149.8308802
temperature,18.7,1560387553.820839
humidity,54.87,1560387553.820839
Full_Spectrum,1,1560387554.8466685
Infrared,1,1560387554.8466685
Visible,0,1560387554.8466685
temperature,18.65,1560388049.6330469
humidity,55.24,1560388049.6330469
Full_Spectrum,1,1560388050.364927
Infrared,1,1560388050.364927
Visible,0,1560388050.364927
temperature,18.57,1560388454.6671324
humidity,55.48,1560388454.6671324
Full_Spectrum,1,1560388455.8110526
Infrared,1,1560388455.8110526
Visible,0,1560388455.8110526
temperature,18.53,1560388950.1692991
humidity,55.12,1560388950.1692991
Full_Spectrum,1,1560388951.0510888
Infrared,1,1560388951.0510888
Visible,0,1560388951.0510888
temperature,18.48,1560389355.6240816
humidity,55.73,1560389355.6240816
Full_Spectrum,1,1560389356.361901
Infrared,1,1560389356.361901
Visible,0,1560389356.361901
temperature,18.4,1560389850.8558745
humidity,55.85,1560389850.8558745
Full_Spectrum,1,1560389851.8320498
Infrared,1,1560389851.8320498
Visible,0,1560389851.8320498
temperature,18.4,1560390256.196171
humidity,55.73,1560390256.196171
Full_Spectrum,1,1560390257.2084768
Infrared,1,1560390257.2084768
Visible,0,1560390257.2084768
temperature,18.31,1560390751.629361
humidity,56.22,1560390751.629361
Full_Spectrum,1,1560390752.719598
Infrared,1,1560390752.719598
Visible,0,1560390752.719598
temperature,18.31,1560391157.024875
humidity,56.34,1560391157.024875
Full_Spectrum,1,1560391158.2102041
Infrared,1,1560391158.2102041
Visible,0,1560391158.2102041
temperature,18.22,1560391652.5283208
humidity,56.83,1560391652.5283208
Full_Spectrum,1,1560391653.3211064
Infrared,1,1560391653.3211064
Visible,0,1560391653.3211064
temperature,18.14,1560392058.0327394
humidity,57.31,1560392058.0327394
Full_Spectrum,1,1560392059.1824625
Infrared,1,1560392059.1824625
Visible,0,1560392059.1824625
temperature,18.14,1560392553.1203933
humidity,57.19,1560392553.1203933
Full_Spectrum,1,1560392553.9583375
Infrared,1,1560392553.9583375
Visible,0,1560392553.9583375
temperature,18.1,1560392958.9893522
humidity,57.19,1560392958.9893522
Full_Spectrum,1,1560392960.0887868
Infrared,1,1560392960.0887868
Visible,0,1560392960.0887868
temperature,18.05,1560393453.7559783
humidity,57.92,1560393453.7559783
Full_Spectrum,1,1560393454.8953195
Infrared,1,1560393454.8953195
Visible,0,1560393454.8953195
temperature,18.01,1560393859.892298
humidity,57.44,1560393859.892298
Full_Spectrum,1,1560393860.7658265
Infrared,1,1560393860.7658265
Visible,0,1560393860.7658265
temperature,17.97,1560394354.6911836
humidity,58.05,1560394354.6911836
Full_Spectrum,1,1560394355.8575623
Infrared,1,1560394355.8575623
Visible,0,1560394355.8575623
temperature,17.92,1560394760.5671878
humidity,57.8,1560394760.5671878
Full_Spectrum,1,1560394761.742332
Infrared,1,1560394761.742332
Visible,0,1560394761.742332
temperature,17.92,1560395255.662962
humidity,57.31,1560395255.662962
Full_Spectrum,1,1560395256.608185
Infrared,1,1560395256.608185
Visible,0,1560395256.608185
temperature,17.88,1560395661.550378
humidity,57.56,1560395661.550378
Full_Spectrum,1,1560395662.4009368
Infrared,1,1560395662.4009368
Visible,0,1560395662.4009368
temperature,17.84,1560396156.4142246
humidity,57.19,1560396156.4142246
Full_Spectrum,1,1560396157.4925778
Infrared,1,1560396157.4925778
Visible,0,1560396157.4925778
temperature,17.84,1560396562.205666
humidity,56.58,1560396562.205666
Full_Spectrum,1,1560396563.3513448
Infrared,1,1560396563.3513448
Visible,0,1560396563.3513448
temperature,17.8,1560397057.296407
humidity,55.97,1560397057.296407
Full_Spectrum,1,1560397058.0940056
Infrared,1,1560397058.0940056
Visible,0,1560397058.0940056
temperature,17.8,1560397463.164876
humidity,55.24,1560397463.164876
Full_Spectrum,1,1560397464.2535715
Infrared,1,1560397464.2535715
Visible,0,1560397464.2535715
temperature,17.75,1560397957.878259
humidity,55,1560397957.878259
Full_Spectrum,1,1560397958.987099
Infrared,1,1560397958.987099
Visible,0,1560397958.987099
temperature,17.71,1560398364.063209
humidity,55,1560398364.063209
Full_Spectrum,1,1560398365.202775
Infrared,1,1560398365.202775
Visible,0,1560398365.202775
temperature,17.67,1560398858.7655907
humidity,54.87,1560398858.7655907
Full_Spectrum,1,1560398859.8398087
Infrared,1,1560398859.8398087
Visible,0,1560398859.8398087
temperature,17.62,1560399265.005168
humidity,54.51,1560399265.005168
Full_Spectrum,1,1560399265.828339
Infrared,1,1560399265.828339
Visible,0,1560399265.828339
temperature,17.58,1560399759.640279
humidity,54.02,1560399759.640279
Full_Spectrum,1,1560399760.4973254
Infrared,1,1560399760.4973254
Visible,0,1560399760.4973254
temperature,17.58,1560400165.6536853
humidity,53.78,1560400165.6536853
Full_Spectrum,2,1560400166.5919745
Infrared,1,1560400166.5919745
Visible,1,1560400166.5919745
temperature,17.54,1560400660.2862604
humidity,53.29,1560400660.2862604
Full_Spectrum,3,1560400661.003322
Infrared,1,1560400661.003322
Visible,2,1560400661.003322
temperature,17.54,1560401066.3971572
humidity,52.43,1560401066.3971572
Full_Spectrum,7,1560401067.427558
Infrared,2,1560401067.427558
Visible,5,1560401067.427558
temperature,17.5,1560401560.8085706
humidity,51.95,1560401560.8085706
Full_Spectrum,20,1560401561.7173839
Infrared,5,1560401561.7173839
Visible,15,1560401561.7173839
temperature,17.45,1560401967.2341645
humidity,51.82,1560401967.2341645
Full_Spectrum,41,1560401968.2320442
Infrared,10,1560401968.2320442
Visible,31,1560401968.2320442
temperature,17.41,1560402461.530731
humidity,51.82,1560402461.530731
Full_Spectrum,80,1560402462.629328
Infrared,18,1560402462.629328
Visible,62,1560402462.629328
temperature,17.41,1560402868.0064414
humidity,51.82,1560402868.0064414
Full_Spectrum,124,1560402869.0961258
Infrared,27,1560402869.0961258
Visible,97,1560402869.0961258
temperature,17.37,1560403362.428966
humidity,51.7,1560403362.428966
Full_Spectrum,183,1560403363.344799
Infrared,38,1560403363.344799
Visible,145,1560403363.344799
temperature,17.37,1560403768.8952017
humidity,50.97,1560403768.8952017
Full_Spectrum,235,1560403769.7621822
Infrared,47,1560403769.7621822
Visible,188,1560403769.7621822
temperature,17.32,1560404263.174818
humidity,50.73,1560404263.174818
Full_Spectrum,295,1560404264.3289995
Infrared,57,1560404264.3289995
Visible,238,1560404264.3289995
temperature,17.32,1560404669.5902712
humidity,50.73,1560404669.5902712
Full_Spectrum,342,1560404670.7513676
Infrared,64,1560404670.7513676
Visible,278,1560404670.7513676
temperature,17.28,1560405164.1505435
humidity,50.36,1560405164.1505435
Full_Spectrum,392,1560405165.0094588
Infrared,71,1560405165.0094588
Visible,321,1560405165.0094588
temperature,17.28,1560405570.5510101
