parameter,value,timestamp
Visible,24,1550192671.3926222
temperature,21.49,1550192702.2769473
humidity,37.79,1550192702.2769473
Full_Spectrum,30,1550192703.1656017
Infrared,6,1550192703.1656017
Visible,24,1550192703.1656017
temperature,21.49,1550192732.7507572
humidity,37.79,1550192732.7507572
Full_Spectrum,30,1550192733.7046332
Infrared,6,1550192733.7046332
Visible,24,1550192733.7046332
temperature,21.49,1550192764.5196338
humidity,37.79,1550192764.5196338
Full_Spectrum,30,1550192765.4448085
Infrared,6,1550192765.4448085
Visible,24,1550192765.4448085
temperature,21.49,1550192796.3054538
humidity,37.79,1550192796.3054538
Full_Spectrum,30,1550192797.2035863
Infrared,6,1550192797.2035863
Visible,24,1550192797.2035863
temperature,21.44,1550192828.1353817
humidity,37.79,1550192828.1353817
Full_Spectrum,30,1550192828.9442532
Infrared,6,1550192828.9442532
Visible,24,1550192828.9442532
temperature,21.44,1550192859.853346
humidity,37.79,1550192859.853346
Full_Spectrum,30,1550192860.7072065
Infrared,6,1550192860.7072065
Visible,24,1550192860.7072065
temperature,21.44,1550192891.54695
humidity,37.79,1550192891.54695
Full_Spectrum,30,1550192892.4620774
Infrared,6,1550192892.4620774
Visible,24,1550192892.4620774
temperature,21.44,1550192923.3694396
humidity,37.79,1550192923.3694396
Full_Spectrum,30,1550192924.5517752
Infrared,6,1550192924.5517752
Visible,24,1550192924.5517752
temperature,21.44,1550192953.4074142
humidity,37.79,1550192953.4074142
Full_Spectrum,30,1550192954.3509583
Infrared,6,1550192954.3509583
Visible,24,1550192954.3509583
temperature,21.44,1550192985.1927998
humidity,37.79,1550192985.1927998
Full_Spectrum,30,1550192987.077256
Infrared,6,1550192987.077256
Visible,24,1550192987.077256
temperature,21.4,1550193015.9949107
humidity,37.79,1550193015.9949107
Full_Spectrum,30,1550193017.1338675
Infrared,6,1550193017.1338675
Visible,24,1550193017.1338675
temperature,21.4,1550193047.1111872
humidity,37.79,1550193047.1111872
Full_Spectrum,30,1550193047.8138433
Infrared,6,1550193047.8138433
Visible,24,1550193047.8138433
temperature,21.4,1550193078.604066
humidity,37.79,1550193078.604066
Full_Spectrum,30,1550193079.497825
Infrared,6,1550193079.497825
Visible,24,1550193079.497825
temperature,21.4,1550193110.3875668
humidity,37.79,1550193110.3875668
Full_Spectrum,30,1550193111.2540622
Infrared,6,1550193111.2540622
Visible,24,1550193111.2540622
temperature,21.4,1550193142.149818
humidity,37.79,1550193142.149818
Full_Spectrum,30,1550193143.278147
Infrared,6,1550193143.278147
Visible,24,1550193143.278147
temperature,21.4,1550193172.171498
humidity,37.79,1550193172.171498
Full_Spectrum,30,1550193173.136796
Infrared,6,1550193173.136796
Visible,24,1550193173.136796
temperature,21.4,1550193203.987969
humidity,37.67,1550193203.987969
Full_Spectrum,30,1550193204.8505688
Infrared,6,1550193204.8505688
Visible,24,1550193204.8505688
temperature,21.4,1550193235.6924503
humidity,37.79,1550193235.6924503
Full_Spectrum,30,1550193236.5533578
Infrared,6,1550193236.5533578
Visible,24,1550193236.5533578
temperature,21.36,1550193267.3541553
humidity,37.79,1550193267.3541553
Full_Spectrum,30,1550193268.0577092
Infrared,6,1550193268.0577092
Visible,24,1550193268.0577092
temperature,21.36,1550193298.9524035
humidity,37.79,1550193298.9524035
Full_Spectrum,30,1550193300.004127
Infrared,6,1550193300.004127
Visible,24,1550193300.004127
temperature,21.36,1550193330.9275503
humidity,37.79,1550193330.9275503
Full_Spectrum,30,1550193331.7776818
Infrared,6,1550193331.7776818
Visible,24,1550193331.7776818
temperature,21.36,1550193362.6377423
humidity,37.79,1550193362.6377423
Full_Spectrum,30,1550193363.5520055
Infrared,6,1550193363.5520055
Visible,24,1550193363.5520055
temperature,21.36,1550193393.20957
humidity,37.79,1550193393.20957
Full_Spectrum,30,1550193394.1189008
Infrared,6,1550193394.1189008
Visible,24,1550193394.1189008
temperature,21.36,1550193424.9869807
humidity,37.79,1550193424.9869807
Full_Spectrum,30,1550193425.8780587
Infrared,6,1550193425.8780587
Visible,24,1550193425.8780587
temperature,21.36,1550193456.7767448
humidity,37.79,1550193456.7767448
Full_Spectrum,30,1550193457.5498495
Infrared,6,1550193457.5498495
Visible,24,1550193457.5498495
temperature,21.36,1550193488.3668356
humidity,37.79,1550193488.3668356
Full_Spectrum,30,1550193489.05845
Infrared,6,1550193489.05845
Visible,24,1550193489.05845
temperature,21.31,1550193519.8717055
humidity,37.79,1550193519.8717055
Full_Spectrum,30,1550193521.093178
Infrared,6,1550193521.093178
Visible,24,1550193521.093178
temperature,21.31,1550193549.99373
humidity,37.92,1550193549.99373
Full_Spectrum,30,1550193550.852773
Infrared,6,1550193550.852773
Visible,24,1550193550.852773
temperature,21.31,1550193581.7009773
humidity,37.92,1550193581.7009773
Full_Spectrum,30,1550193582.6746254
Infrared,6,1550193582.6746254
Visible,24,1550193582.6746254
temperature,21.31,1550193613.485623
humidity,37.79,1550193613.485623
Full_Spectrum,30,1550193614.3474767
Infrared,6,1550193614.3474767
Visible,24,1550193614.3474767
temperature,21.31,1550193645.191403
humidity,37.79,1550193645.191403
Full_Spectrum,30,1550193646.0711226
Infrared,6,1550193646.0711226
Visible,24,1550193646.0711226
temperature,21.31,1550193676.9403245
humidity,37.79,1550193676.9403245
Full_Spectrum,30,1550193677.8043637
Infrared,6,1550193677.8043637
Visible,24,1550193677.8043637
temperature,21.31,1550193708.6202126
humidity,37.79,1550193708.6202126
Full_Spectrum,30,1550193709.3418248
Infrared,6,1550193709.3418248
Visible,24,1550193709.3418248
temperature,21.31,1550193740.2294488
humidity,37.79,1550193740.2294488
Full_Spectrum,30,1550193741.3597322
Infrared,6,1550193741.3597322
Visible,24,1550193741.3597322
temperature,21.27,1550193770.2740467
humidity,37.79,1550193770.2740467
Full_Spectrum,30,1550193771.2371001
Infrared,6,1550193771.2371001
Visible,24,1550193771.2371001
temperature,21.27,1550193802.092556
humidity,37.79,1550193802.092556
Full_Spectrum,30,1550193803.253879
Infrared,6,1550193803.253879
Visible,24,1550193803.253879
temperature,21.27,1550193832.0950692
humidity,37.79,1550193832.0950692
Full_Spectrum,30,1550193833.098117
Infrared,6,1550193833.098117
Visible,24,1550193833.098117
temperature,21.27,1550193863.9867074
humidity,37.79,1550193863.9867074
Full_Spectrum,30,1550193864.8329747
Infrared,6,1550193864.8329747
Visible,24,1550193864.8329747
temperature,21.27,1550193895.7218912
humidity,37.92,1550193895.7218912
Full_Spectrum,30,1550193896.512626
Infrared,6,1550193896.512626
Visible,24,1550193896.512626
temperature,21.27,1550193927.333762
humidity,37.92,1550193927.333762
Full_Spectrum,30,1550193928.2366643
Infrared,6,1550193928.2366643
Visible,24,1550193928.2366643
temperature,21.27,1550193959.1308641
humidity,37.79,1550193959.1308641
Full_Spectrum,30,1550193959.9743133
Infrared,6,1550193959.9743133
Visible,24,1550193959.9743133
temperature,21.23,1550193990.8084521
humidity,37.79,1550193990.8084521
Full_Spectrum,30,1550193991.787749
Infrared,6,1550193991.787749
Visible,24,1550193991.787749
temperature,21.23,1550194022.5898216
humidity,37.79,1550194022.5898216
Full_Spectrum,30,1550194023.5653994
Infrared,6,1550194023.5653994
Visible,24,1550194023.5653994
temperature,21.23,1550194054.5023308
humidity,37.79,1550194054.5023308
Full_Spectrum,30,1550194055.625775
Infrared,6,1550194055.625775
Visible,24,1550194055.625775
temperature,21.23,1550194086.4727852
humidity,37.79,1550194086.4727852
Full_Spectrum,30,1550194087.395452
Infrared,6,1550194087.395452
Visible,24,1550194087.395452
temperature,21.23,1550194118.2700913
humidity,37.79,1550194118.2700913
Full_Spectrum,30,1550194119.0376742
Infrared,6,1550194119.0376742
Visible,24,1550194119.0376742
temperature,21.23,1550194149.89165
humidity,37.79,1550194149.89165
Full_Spectrum,30,1550194150.8005152
Infrared,6,1550194150.8005152
Visible,24,1550194150.8005152
temperature,21.23,1550194181.6624298
humidity,37.79,1550194181.6624298
Full_Spectrum,30,1550194182.5392752
Infrared,6,1550194182.5392752
Visible,24,1550194182.5392752
temperature,21.19,1550194213.4024048
humidity,37.79,1550194213.4024048
Full_Spectrum,30,1550194214.311197
Infrared,6,1550194214.311197
Visible,24,1550194214.311197
temperature,21.19,1550194245.1556194
humidity,37.79,1550194245.1556194
Full_Spectrum,30,1550194246.069644
Infrared,6,1550194246.069644
Visible,24,1550194246.069644
temperature,21.19,1550194277.0912712
humidity,37.79,1550194277.0912712
Full_Spectrum,30,1550194278.1139262
Infrared,6,1550194278.1139262
Visible,24,1550194278.1139262
temperature,21.19,1550194308.9578028
humidity,37.79,1550194308.9578028
Full_Spectrum,30,1550194309.9017434
Infrared,6,1550194309.9017434
Visible,24,1550194309.9017434
temperature,21.19,1550194340.8070292
humidity,37.79,1550194340.8070292
Full_Spectrum,30,1550194341.6396673
Infrared,6,1550194341.6396673
Visible,24,1550194341.6396673
temperature,21.19,1550194372.5516386
humidity,37.92,1550194372.5516386
Full_Spectrum,30,1550194373.7316937
Infrared,6,1550194373.7316937
Visible,24,1550194373.7316937
temperature,21.19,1550194402.6054087
humidity,37.92,1550194402.6054087
Full_Spectrum,30,1550194403.550629
Infrared,6,1550194403.550629
Visible,24,1550194403.550629
temperature,21.19,1550194433.1101208
humidity,37.92,1550194433.1101208
Full_Spectrum,30,1550194434.1060011
Infrared,6,1550194434.1060011
Visible,24,1550194434.1060011
temperature,21.14,1550194465.084591
humidity,37.92,1550194465.084591
Full_Spectrum,30,1550194466.2540119
Infrared,6,1550194466.2540119
Visible,24,1550194466.2540119
temperature,21.14,1550194495.1231625
humidity,37.92,1550194495.1231625
Full_Spectrum,30,1550194496.05743
Infrared,6,1550194496.05743
Visible,24,1550194496.05743
temperature,21.14,1550194526.9230256
humidity,37.92,1550194526.9230256
Full_Spectrum,30,1550194527.779713
Infrared,6,1550194527.779713
Visible,24,1550194527.779713
temperature,21.14,1550194558.57599
humidity,37.92,1550194558.57599
Full_Spectrum,30,1550194559.5080848
Infrared,6,1550194559.5080848
Visible,24,1550194559.5080848
temperature,21.14,1550194588.657548
humidity,38.04,1550194588.657548
Full_Spectrum,30,1550194589.717428
Infrared,6,1550194589.717428
Visible,24,1550194589.717428
temperature,21.14,1550194620.511311
humidity,37.92,1550194620.511311
Full_Spectrum,30,1550194621.4723783
Infrared,6,1550194621.4723783
Visible,24,1550194621.4723783
temperature,21.14,1550194652.3336587
humidity,37.92,1550194652.3336587
Full_Spectrum,30,1550194653.2132366
Infrared,6,1550194653.2132366
Visible,24,1550194653.2132366
temperature,21.14,1550194684.0513887
humidity,37.92,1550194684.0513887
Full_Spectrum,30,1550194685.0860832
Infrared,6,1550194685.0860832
Visible,24,1550194685.0860832
temperature,21.1,1550194716.0189922
humidity,37.92,1550194716.0189922
Full_Spectrum,30,1550194717.1706152
Infrared,6,1550194717.1706152
Visible,24,1550194717.1706152
temperature,21.1,1550194748.0135198
humidity,37.92,1550194748.0135198
Full_Spectrum,30,1550194749.0217125
Infrared,6,1550194749.0217125
Visible,24,1550194749.0217125
temperature,21.1,1550194778.0164695
humidity,37.92,1550194778.0164695
Full_Spectrum,30,1550194779.0493035
Infrared,6,1550194779.0493035
Visible,24,1550194779.0493035
temperature,21.1,1550194809.8781176
humidity,37.92,1550194809.8781176
Full_Spectrum,30,1550194810.8039796
Infrared,6,1550194810.8039796
Visible,24,1550194810.8039796
temperature,21.1,1550194841.7727413
humidity,37.92,1550194841.7727413
Full_Spectrum,30,1550194842.872712
Infrared,6,1550194842.872712
Visible,24,1550194842.872712
temperature,21.1,1550194873.6909463
humidity,37.92,1550194873.6909463
Full_Spectrum,30,1550194874.5805535
Infrared,6,1550194874.5805535
Visible,24,1550194874.5805535
temperature,21.1,1550194905.4226224
humidity,38.04,1550194905.4226224
Full_Spectrum,30,1550194906.4576824
Infrared,6,1550194906.4576824
Visible,24,1550194906.4576824
temperature,21.06,1550194937.3208292
humidity,37.92,1550194937.3208292
Full_Spectrum,30,1550194938.4524338
Infrared,6,1550194938.4524338
Visible,24,1550194938.4524338
temperature,21.06,1550194969.3002
humidity,37.92,1550194969.3002
Full_Spectrum,30,1550194970.1894505
Infrared,6,1550194970.1894505
Visible,24,1550194970.1894505
temperature,21.06,1550195001.0073
humidity,37.92,1550195001.0073
Full_Spectrum,30,1550195001.7337952
Infrared,6,1550195001.7337952
Visible,24,1550195001.7337952
temperature,21.06,1550195032.570849
humidity,37.92,1550195032.570849
Full_Spectrum,30,1550195033.6692286
Infrared,6,1550195033.6692286
Visible,24,1550195033.6692286
temperature,21.06,1550195064.4812791
humidity,37.92,1550195064.4812791
Full_Spectrum,30,1550195065.2057452
Infrared,6,1550195065.2057452
Visible,24,1550195065.2057452
temperature,21.06,1550195095.9984798
humidity,37.92,1550195095.9984798
Full_Spectrum,30,1550195097.1192575
Infrared,6,1550195097.1192575
Visible,24,1550195097.1192575
temperature,21.01,1550195127.9296865
humidity,37.92,1550195127.9296865
Full_Spectrum,30,1550195128.859402
Infrared,6,1550195128.859402
Visible,24,1550195128.859402
temperature,21.01,1550195159.701115
humidity,37.92,1550195159.701115
Full_Spectrum,30,1550195160.6513195
Infrared,6,1550195160.6513195
Visible,24,1550195160.6513195
temperature,21.01,1550195189.7554758
humidity,37.92,1550195189.7554758
Full_Spectrum,30,1550195190.8405097
Infrared,6,1550195190.8405097
Visible,24,1550195190.8405097
temperature,21.01,1550195221.7423964
humidity,37.92,1550195221.7423964
Full_Spectrum,30,1550195222.5593686
Infrared,6,1550195222.5593686
Visible,24,1550195222.5593686
temperature,21.01,1550195253.5505407
humidity,37.92,1550195253.5505407
Full_Spectrum,30,1550195254.7701924
Infrared,6,1550195254.7701924
Visible,24,1550195254.7701924
temperature,20.97,1550195283.6047032
humidity,38.04,1550195283.6047032
Full_Spectrum,30,1550195284.543392
Infrared,6,1550195284.543392
Visible,24,1550195284.543392
temperature,20.97,1550195315.3636608
humidity,38.04,1550195315.3636608
Full_Spectrum,30,1550195316.2768826
Infrared,6,1550195316.2768826
Visible,24,1550195316.2768826
temperature,20.97,1550195347.1757684
humidity,38.04,1550195347.1757684
Full_Spectrum,30,1550195348.3398333
Infrared,6,1550195348.3398333
Visible,24,1550195348.3398333
temperature,20.97,1550195377.1790173
humidity,38.04,1550195377.1790173
Full_Spectrum,30,1550195378.2237573
Infrared,6,1550195378.2237573
Visible,24,1550195378.2237573
temperature,20.97,1550195409.1046865
humidity,38.04,1550195409.1046865
Full_Spectrum,30,1550195410.0043879
Infrared,6,1550195410.0043879
Visible,24,1550195410.0043879
temperature,20.97,1550195440.926627
humidity,38.04,1550195440.926627
Full_Spectrum,30,1550195442.0394702
Infrared,6,1550195442.0394702
Visible,24,1550195442.0394702
temperature,20.97,1550195471.1417065
humidity,38.04,1550195471.1417065
Full_Spectrum,30,1550195472.2610135
Infrared,6,1550195472.2610135
Visible,24,1550195472.2610135
temperature,20.97,1550195501.7959971
humidity,38.04,1550195501.7959971
Full_Spectrum,30,1550195502.8056092
Infrared,6,1550195502.8056092
Visible,24,1550195502.8056092
temperature,20.97,1550195533.6353364
humidity,38.04,1550195533.6353364
Full_Spectrum,30,1550195534.5831594
Infrared,6,1550195534.5831594
Visible,24,1550195534.5831594
temperature,20.97,1550195565.4043555
humidity,38.04,1550195565.4043555
Full_Spectrum,30,1550195566.3022063
Infrared,6,1550195566.3022063
Visible,24,1550195566.3022063
temperature,20.97,1550195597.1439986
humidity,38.04,1550195597.1439986
Full_Spectrum,30,1550195598.0598843
Infrared,6,1550195598.0598843
Visible,24,1550195598.0598843
temperature,20.97,1550195628.9480677
humidity,38.04,1550195628.9480677
Full_Spectrum,30,1550195629.7858431
Infrared,6,1550195629.7858431
Visible,24,1550195629.7858431
temperature,20.93,1550195660.5876653
humidity,38.04,1550195660.5876653
Full_Spectrum,30,1550195661.4645274
Infrared,6,1550195661.4645274
Visible,24,1550195661.4645274
temperature,20.93,1550195692.3081481
humidity,38.04,1550195692.3081481
Full_Spectrum,30,1550195693.2171924
Infrared,6,1550195693.2171924
Visible,24,1550195693.2171924
temperature,20.93,1550195724.0327542
humidity,38.04,1550195724.0327542
Full_Spectrum,30,1550195724.9631422
Infrared,6,1550195724.9631422
Visible,24,1550195724.9631422
temperature,20.93,1550195755.7737868
humidity,38.04,1550195755.7737868
Full_Spectrum,30,1550195756.7131126
Infrared,6,1550195756.7131126
Visible,24,1550195756.7131126
temperature,20.93,1550195787.5671132
humidity,38.04,1550195787.5671132
Full_Spectrum,30,1550195788.3825474
Infrared,6,1550195788.3825474
Visible,24,1550195788.3825474
temperature,20.93,1550195819.227682
humidity,38.04,1550195819.227682
Full_Spectrum,30,1550195820.1696408
Infrared,6,1550195820.1696408
Visible,24,1550195820.1696408
temperature,20.93,1550195850.9813201
humidity,38.04,1550195850.9813201
Full_Spectrum,30,1550195851.862409
Infrared,6,1550195851.862409
Visible,24,1550195851.862409
temperature,20.93,1550195882.679567
humidity,38.04,1550195882.679567
Full_Spectrum,30,1550195883.6220427
Infrared,6,1550195883.6220427
Visible,24,1550195883.6220427
temperature,20.93,1550195914.519611
humidity,38.04,1550195914.519611
Full_Spectrum,30,1550195915.3981345
Infrared,6,1550195915.3981345
Visible,24,1550195915.3981345
temperature,20.93,1550195946.2069716
humidity,38.04,1550195946.2069716
Full_Spectrum,30,1550195947.074059
Infrared,6,1550195947.074059
Visible,24,1550195947.074059
temperature,20.93,1550195977.906834
humidity,38.04,1550195977.906834
Full_Spectrum,30,1550195978.807567
Infrared,6,1550195978.807567
Visible,24,1550195978.807567
temperature,20.93,1550196009.6819532
humidity,38.04,1550196009.6819532
Full_Spectrum,30,1550196010.652204
Infrared,6,1550196010.652204
Visible,24,1550196010.652204
temperature,20.93,1550196041.4565146
humidity,38.04,1550196041.4565146
Full_Spectrum,30,1550196042.3382363
Infrared,6,1550196042.3382363
Visible,24,1550196042.3382363
temperature,20.93,1550196073.18329
humidity,38.04,1550196073.18329
Full_Spectrum,30,1550196074.036409
Infrared,6,1550196074.036409
Visible,24,1550196074.036409
temperature,20.93,1550196104.875218
humidity,38.04,1550196104.875218
Full_Spectrum,30,1550196105.7890613
Infrared,6,1550196105.7890613
Visible,24,1550196105.7890613
temperature,20.93,1550196136.7148964
humidity,38.04,1550196136.7148964
Full_Spectrum,30,1550196137.4357193
Infrared,6,1550196137.4357193
Visible,24,1550196137.4357193
temperature,20.93,1550196168.3171782
humidity,38.04,1550196168.3171782
Full_Spectrum,30,1550196169.3397105
Infrared,6,1550196169.3397105
Visible,24,1550196169.3397105
temperature,20.93,1550196200.2324827
humidity,38.16,1550196200.2324827
Full_Spectrum,30,1550196201.0051615
Infrared,6,1550196201.0051615
Visible,24,1550196201.0051615
temperature,20.93,1550196231.8175547
humidity,38.04,1550196231.8175547
Full_Spectrum,30,1550196242.8047407
Infrared,6,1550196242.8047407
Visible,24,1550196242.8047407
temperature,20.93,1550196263.7349677
humidity,38.04,1550196263.7349677
Full_Spectrum,30,1550196274.9217076
Infrared,6,1550196274.9217076
Visible,24,1550196274.9217076
temperature,20.93,1550196294.7360075
humidity,38.04,1550196294.7360075
Full_Spectrum,30,1550196295.9724808
Infrared,6,1550196295.9724808
Visible,24,1550196295.9724808
temperature,20.88,1550196324.8818424
humidity,38.16,1550196324.8818424
Full_Spectrum,30,1550196325.7240853
Infrared,6,1550196325.7240853
Visible,24,1550196325.7240853
temperature,20.88,1550196356.6209884
humidity,38.16,1550196356.6209884
Full_Spectrum,30,1550196357.4028404
Infrared,6,1550196357.4028404
Visible,24,1550196357.4028404
temperature,20.88,1550196388.2267637
humidity,38.16,1550196388.2267637
Full_Spectrum,30,1550196393.8991058
Infrared,6,1550196393.8991058
Visible,24,1550196393.8991058
temperature,20.88,1550196418.713629
humidity,38.16,1550196418.713629
Full_Spectrum,30,1550196419.9649248
Infrared,6,1550196419.9649248
Visible,24,1550196419.9649248
temperature,20.84,1550196448.8409772
humidity,38.16,1550196448.8409772
Full_Spectrum,30,1550196449.9653606
Infrared,6,1550196449.9653606
Visible,24,1550196449.9653606
temperature,20.84,1550196478.875487
humidity,38.16,1550196478.875487
Full_Spectrum,30,1550196479.8229835
Infrared,6,1550196479.8229835
Visible,24,1550196479.8229835
temperature,20.84,1550196510.7618163
humidity,38.16,1550196510.7618163
Full_Spectrum,30,1550196511.9252603
Infrared,6,1550196511.9252603
Visible,24,1550196511.9252603
temperature,20.84,1550196540.8158355
humidity,38.16,1550196540.8158355
Full_Spectrum,30,1550196543.4264596
Infrared,6,1550196543.4264596
Visible,24,1550196543.4264596
temperature,20.8,1550196570.8576896
humidity,38.16,1550196570.8576896
Full_Spectrum,30,1550196571.921189
Infrared,6,1550196571.921189
Visible,24,1550196571.921189
temperature,20.8,1550196602.8023326
humidity,38.04,1550196602.8023326
Full_Spectrum,30,1550196603.67293
Infrared,6,1550196603.67293
Visible,24,1550196603.67293
temperature,20.8,1550196634.565959
humidity,38.16,1550196634.565959
Full_Spectrum,30,1550196635.4100578
Infrared,6,1550196635.4100578
Visible,24,1550196635.4100578
temperature,20.8,1550196666.2879648
humidity,38.16,1550196666.2879648
Full_Spectrum,30,1550196667.1310382
Infrared,6,1550196667.1310382
Visible,24,1550196667.1310382
temperature,20.8,1550196697.9747245
humidity,38.16,1550196697.9747245
Full_Spectrum,30,1550196698.9199052
Infrared,6,1550196698.9199052
Visible,24,1550196698.9199052
temperature,20.8,1550196729.799114
humidity,38.16,1550196729.799114
Full_Spectrum,30,1550196730.6016588
Infrared,6,1550196730.6016588
Visible,24,1550196730.6016588
temperature,20.8,1550196761.3845282
humidity,38.16,1550196761.3845282
Full_Spectrum,30,1550196762.3666391
Infrared,6,1550196762.3666391
Visible,24,1550196762.3666391
temperature,20.8,1550196793.214678
humidity,38.16,1550196793.214678
Full_Spectrum,30,1550196794.1481762
Infrared,6,1550196794.1481762
Visible,24,1550196794.1481762
temperature,20.76,1550196825.0955405
humidity,38.16,1550196825.0955405
Full_Spectrum,30,1550196831.2395048
Infrared,6,1550196831.2395048
Visible,24,1550196831.2395048
temperature,20.76,1550196856.0759044
humidity,38.16,1550196856.0759044
Full_Spectrum,30,1550196857.2415473
Infrared,6,1550196857.2415473
Visible,24,1550196857.2415473
temperature,20.76,1550196886.1368172
humidity,38.16,1550196886.1368172
Full_Spectrum,30,1550196887.0722687
Infrared,6,1550196887.0722687
Visible,24,1550196887.0722687
temperature,20.76,1550196918.0112998
humidity,38.16,1550196918.0112998
Full_Spectrum,30,1550196919.1517963
Infrared,6,1550196919.1517963
Visible,24,1550196919.1517963
temperature,20.76,1550196949.967144
humidity,38.16,1550196949.967144
Full_Spectrum,30,1550196950.9270241
Infrared,6,1550196950.9270241
Visible,24,1550196950.9270241
temperature,20.76,1550196981.7699504
humidity,38.16,1550196981.7699504
Full_Spectrum,30,1550196987.6400208
Infrared,6,1550196987.6400208
Visible,24,1550196987.6400208
temperature,20.76,1550197012.4674635
humidity,38.16,1550197012.4674635
Full_Spectrum,30,1550197013.6154792
Infrared,6,1550197013.6154792
Visible,24,1550197013.6154792
temperature,20.71,1550197042.5524187
humidity,38.16,1550197042.5524187
Full_Spectrum,30,1550197043.4277334
Infrared,6,1550197043.4277334
Visible,24,1550197043.4277334
temperature,20.71,1550197074.2526512
humidity,38.16,1550197074.2526512
Full_Spectrum,30,1550197075.1521766
Infrared,6,1550197075.1521766
Visible,24,1550197075.1521766
temperature,20.71,1550197105.9761772
humidity,38.16,1550197105.9761772
Full_Spectrum,30,1550197106.9572492
Infrared,6,1550197106.9572492
Visible,24,1550197106.9572492
temperature,20.71,1550197137.8360124
humidity,38.16,1550197137.8360124
Full_Spectrum,30,1550197138.626363
Infrared,6,1550197138.626363
Visible,24,1550197138.626363
temperature,20.71,1550197169.5901153
humidity,38.16,1550197169.5901153
Full_Spectrum,30,1550197170.6953237
Infrared,6,1550197170.6953237
Visible,24,1550197170.6953237
temperature,20.71,1550197201.520939
humidity,38.16,1550197201.520939
Full_Spectrum,30,1550197202.548218
Infrared,6,1550197202.548218
Visible,24,1550197202.548218
temperature,20.71,1550197231.5332427
humidity,38.16,1550197231.5332427
Full_Spectrum,30,1550197232.6490145
Infrared,6,1550197232.6490145
Visible,24,1550197232.6490145
temperature,20.71,1550197263.4525526
humidity,38.16,1550197263.4525526
Full_Spectrum,30,1550197264.8053336
Infrared,6,1550197264.8053336
Visible,24,1550197264.8053336
temperature,20.67,1550197293.6548126
humidity,38.16,1550197293.6548126
Full_Spectrum,30,1550197294.3606825
Infrared,6,1550197294.3606825
Visible,24,1550197294.3606825
temperature,20.67,1550197325.1577468
humidity,38.16,1550197325.1577468
Full_Spectrum,30,1550197325.9813817
Infrared,6,1550197325.9813817
Visible,24,1550197325.9813817
temperature,20.67,1550197356.8359241
humidity,38.28,1550197356.8359241
Full_Spectrum,30,1550197357.716294
Infrared,6,1550197357.716294
Visible,24,1550197357.716294
temperature,20.67,1550197388.5694866
humidity,38.28,1550197388.5694866
Full_Spectrum,30,1550197389.4153376
Infrared,6,1550197389.4153376
Visible,24,1550197389.4153376
temperature,20.67,1550197420.2714694
humidity,38.16,1550197420.2714694
Full_Spectrum,30,1550197421.2055705
Infrared,6,1550197421.2055705
Visible,24,1550197421.2055705
temperature,20.67,1550197452.0583081
humidity,38.28,1550197452.0583081
Full_Spectrum,30,1550197452.9108255
Infrared,6,1550197452.9108255
Visible,24,1550197452.9108255
temperature,20.67,1550197483.7501488
humidity,38.28,1550197483.7501488
Full_Spectrum,30,1550197484.713866
Infrared,6,1550197484.713866
Visible,24,1550197484.713866
temperature,20.67,1550197515.637318
humidity,38.28,1550197515.637318
Full_Spectrum,30,1550197516.7823498
Infrared,6,1550197516.7823498
Visible,24,1550197516.7823498
temperature,20.63,1550197547.607153
humidity,38.28,1550197547.607153
Full_Spectrum,30,1550197548.3384182
Infrared,6,1550197548.3384182
Visible,24,1550197548.3384182
temperature,20.63,1550197579.2205088
humidity,38.28,1550197579.2205088
Full_Spectrum,30,1550197579.9349315
Infrared,6,1550197579.9349315
Visible,24,1550197579.9349315
temperature,20.63,1550197610.797057
humidity,38.28,1550197610.797057
Full_Spectrum,30,1550197611.6956842
Infrared,6,1550197611.6956842
Visible,24,1550197611.6956842
temperature,20.63,1550197642.4930038
humidity,38.28,1550197642.4930038
Full_Spectrum,30,1550197643.4107158
Infrared,6,1550197643.4107158
Visible,24,1550197643.4107158
temperature,20.63,1550197674.2478724
humidity,38.28,1550197674.2478724
Full_Spectrum,30,1550197675.140688
Infrared,6,1550197675.140688
Visible,24,1550197675.140688
temperature,20.63,1550197705.9971461
humidity,38.16,1550197705.9971461
Full_Spectrum,30,1550197706.90969
Infrared,6,1550197706.90969
Visible,24,1550197706.90969
temperature,20.63,1550197737.8592532
humidity,38.28,1550197737.8592532
Full_Spectrum,30,1550197739.0529876
Infrared,6,1550197739.0529876
Visible,24,1550197739.0529876
temperature,20.63,1550197768.0026083
humidity,38.28,1550197768.0026083
Full_Spectrum,30,1550197768.8434684
Infrared,6,1550197768.8434684
Visible,24,1550197768.8434684
temperature,20.58,1550197799.6373918
humidity,38.28,1550197799.6373918
Full_Spectrum,30,1550197800.4008372
Infrared,6,1550197800.4008372
Visible,24,1550197800.4008372
temperature,20.58,1550197831.2508507
humidity,38.28,1550197831.2508507
Full_Spectrum,30,1550197832.3219078
Infrared,6,1550197832.3219078
Visible,24,1550197832.3219078
temperature,20.58,1550197863.180487
humidity,38.28,1550197863.180487
Full_Spectrum,30,1550197864.071763
Infrared,6,1550197864.071763
Visible,24,1550197864.071763
temperature,20.58,1550197895.0396686
humidity,38.28,1550197895.0396686
Full_Spectrum,30,1550197896.1988251
Infrared,6,1550197896.1988251
Visible,24,1550197896.1988251
temperature,20.58,1550197927.0226128
humidity,38.28,1550197927.0226128
